Dex,Pokemon,Type Icon I,Type Icon II,Sprite,Raw (Showdown),Image,Raw (Serebii),Current Team,Current Trainer,Tier,Games GP,W,L,WR,KDA K,D,+/-,Damage Dmg Dealt,Dmg Taken,Dmg Diff,Dmg Ratio,Column 103,HP,Atk,Def,SpA,SpD,Spe,Total,Type I,Type II,Ability I,Ability II,Hidden Ability,Season 1 Team,Exceptions,Exception Only,Column 78,Mold Breaker Weaknesses Normal,Fire,Water,Electric,Grass,Ice,Fighting,Poison,Ground,Flying,Psychic,Bug,Rock,Ghost,Dragon,Dark,Steel,Fairy,Column 77,Weaknesses + Only Unoptional Exceptions Normal1,Fire1,Water1,Electric1,Grass1,Ice1,Fighting1,Poison1,Ground1,Flying1,Psychic1,Bug1,Rock1,Ghost1,Dragon1,Dark1,Steel1,Fairy1,Column 98,Weaknesses + All Exceptions Normal2,Fire2,Water2,Electric2,Grass2,Ice2,Fighting2,Poison2,Ground2,Flying2,Psychic2,Bug2,Rock2,Ghost2,Dragon2,Dark2,Steel2,Fairy2,Column 79,Showdown Gen 5 Link,Serebii New,Serebii Link,Raw (Pokemon DB),DBLink,Backup DBLink,Blank
391,Monferno,,,,monferno,,391,,,C,,,,,,,,,,,,,64,78,52,78,52,81,405,Fire,Fighting,Blaze,,Iron Fist,,0,-2,,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/monferno.png,https://www.serebii.net/scarletviolet/pokemon/new/391.png,https://www.serebii.net/pokemon/art/391.png,monferno,https://img.pokemondb.net/artwork/large/monferno.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/monferno.png,
392,Infernape,,,,infernape,,392,,,B,,,,,,,,,,,,,76,104,71,104,71,108,534,Fire,Fighting,Blaze,,Iron Fist,,0,-2,,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/infernape.png,https://www.serebii.net/scarletviolet/pokemon/new/392.png,https://www.serebii.net/pokemon/art/392.png,infernape,https://img.pokemondb.net/artwork/large/infernape.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/infernape.png,
393,Piplup,,,,piplup,,393,,,Z,,,,,,,,,,,,,53,51,53,61,56,40,314,Water,,Torrent,,Defiant,,0,-2,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/piplup.png,https://www.serebii.net/scarletviolet/pokemon/new/393.png,https://www.serebii.net/pokemon/art/393.png,piplup,https://img.pokemondb.net/artwork/large/piplup.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/piplup.png,
394,Prinplup,,,,prinplup,,394,,,Z,,,,,,,,,,,,,64,66,68,81,76,50,405,Water,,Torrent,,Defiant,,0,-2,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/prinplup.png,https://www.serebii.net/scarletviolet/pokemon/new/394.png,https://www.serebii.net/pokemon/art/394.png,prinplup,https://img.pokemondb.net/artwork/large/prinplup.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/prinplup.png,
395,Empoleon,,,,empoleon,,395,Team 6,Jihoonaah,B,,,,,,,,,,,,,84,86,88,111,101,60,530,Water,Steel,Torrent,,Defiant,Team 6,0,-2,,0.5,1.0,0.5,2.0,1.0,0.25,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,,0.5,1.0,0.5,2.0,1.0,0.25,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/empoleon.png,https://www.serebii.net/scarletviolet/pokemon/new/395.png,https://www.serebii.net/pokemon/art/395.png,empoleon,https://img.pokemondb.net/artwork/large/empoleon.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/empoleon.png,
396,Starly,,,,starly,,396,,,Z,,,,,,,,,,,,,40,55,30,30,30,60,245,Normal,Flying,Keen Eye,,Reckless,,0,-2,,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/starly.png,https://www.serebii.net/scarletviolet/pokemon/new/396.png,https://www.serebii.net/pokemon/art/396.png,starly,https://img.pokemondb.net/artwork/large/starly.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/starly.png,
397,Staravia,,,,staravia,,397,,,Z,,,,,,,,,,,,,55,75,50,40,40,80,340,Normal,Flying,Intimidate,,Reckless,,0,-2,,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/staravia.png,https://www.serebii.net/scarletviolet/pokemon/new/397.png,https://www.serebii.net/pokemon/art/397.png,staravia,https://img.pokemondb.net/artwork/large/staravia.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/staravia.png,
398,Staraptor,,,,staraptor,,398,Team 14,Be. de,C,,,,,,,,,,,,,85,120,70,50,60,100,485,Normal,Flying,Intimidate,,Reckless,Team 14,0,-2,,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/staraptor.png,https://www.serebii.net/scarletviolet/pokemon/new/398.png,https://www.serebii.net/pokemon/art/398.png,staraptor,https://img.pokemondb.net/artwork/large/staraptor.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/staraptor.png,
399,Bidoof,,,,bidoof,,399,,,Z,,,,,,,,,,,,,59,45,40,35,40,31,250,Normal,,Simple,Unaware,Moody,,0,-3,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/bidoof.png,https://www.serebii.net/scarletviolet/pokemon/new/399.png,https://www.serebii.net/pokemon/art/399.png,bidoof,https://img.pokemondb.net/artwork/large/bidoof.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/bidoof.png,
400,Bibarel,,,,bibarel,,400,,,C,,,,,,,,,,,,,79,85,60,55,60,71,410,Normal,Water,Simple,Unaware,Moody,,0,-3,,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/bibarel.png,https://www.serebii.net/scarletviolet/pokemon/new/400.png,https://www.serebii.net/pokemon/art/400.png,bibarel,https://img.pokemondb.net/artwork/large/bibarel.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/bibarel.png,
401,Kricketot,,,,kricketot,,401,,,Z,,,,,,,,,,,,,37,25,41,25,41,25,194,Bug,,Shed Skin,,Run Away,,0,-2,,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/kricketot.png,https://www.serebii.net/scarletviolet/pokemon/new/401.png,https://www.serebii.net/pokemon/art/401.png,kricketot,https://img.pokemondb.net/artwork/large/kricketot.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/kricketot.png,
402,Kricketune,,,,kricketune,,402,,,Z,,,,,,,,,,,,,77,85,51,55,51,65,384,Bug,,Swarm,,Technician,,0,-2,,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/kricketune.png,https://www.serebii.net/scarletviolet/pokemon/new/402.png,https://www.serebii.net/pokemon/art/402.png,kricketune,https://img.pokemondb.net/artwork/large/kricketune.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/kricketune.png,
403,Shinx,,,,shinx,,403,,,Z,,,,,,,,,,,,,45,65,34,40,34,45,263,Electric,,Rivalry,Intimidate,Guts,,0,-3,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/shinx.png,https://www.serebii.net/scarletviolet/pokemon/new/403.png,https://www.serebii.net/pokemon/art/403.png,shinx,https://img.pokemondb.net/artwork/large/shinx.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/shinx.png,
404,Luxio,,,,luxio,,404,,,Z,,,,,,,,,,,,,60,85,49,60,49,60,363,Electric,,Rivalry,Intimidate,Guts,,0,-3,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/luxio.png,https://www.serebii.net/scarletviolet/pokemon/new/404.png,https://www.serebii.net/pokemon/art/404.png,luxio,https://img.pokemondb.net/artwork/large/luxio.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/luxio.png,
405,Luxray,,,,luxray,,405,,,C,,,,,,,,,,,,,80,120,79,95,79,70,523,Electric,,Rivalry,Intimidate,Guts,,0,-3,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/luxray.png,https://www.serebii.net/scarletviolet/pokemon/new/405.png,https://www.serebii.net/pokemon/art/405.png,luxray,https://img.pokemondb.net/artwork/large/luxray.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/luxray.png,
406,Budew,,,,budew,,406,,,Z,,,,,,,,,,,,,40,30,35,50,70,55,280,Grass,Poison,Natural Cure,Poison Point,Leaf Guard,,0,-3,,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/budew.png,https://www.serebii.net/scarletviolet/pokemon/new/406.png,https://www.serebii.net/pokemon/art/406.png,budew,https://img.pokemondb.net/artwork/large/budew.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/budew.png,
407,Roserade,,,,roserade,,407,,,C,,,,,,,,,,,,,60,70,65,125,105,90,515,Grass,Poison,Natural Cure,Poison Point,Technician,,0,-3,,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/roserade.png,https://www.serebii.net/scarletviolet/pokemon/new/407.png,https://www.serebii.net/pokemon/art/407.png,roserade,https://img.pokemondb.net/artwork/large/roserade.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/roserade.png,
408,Cranidos,,,,cranidos,,408,,,Z,,,,,,,,,,,,,67,125,40,30,30,58,350,Rock,,Mold Breaker,,Sheer Force,,0,-2,,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/cranidos.png,https://www.serebii.net/scarletviolet/pokemon/new/408.png,https://www.serebii.net/pokemon/art/408.png,cranidos,https://img.pokemondb.net/artwork/large/cranidos.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/cranidos.png,
409,Rampardos,,,,rampardos,,409,,,C,,,,,,,,,,,,,97,165,60,65,50,58,495,Rock,,Mold Breaker,,Sheer Force,,0,-2,,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/rampardos.png,https://www.serebii.net/scarletviolet/pokemon/new/409.png,https://www.serebii.net/pokemon/art/409.png,rampardos,https://img.pokemondb.net/artwork/large/rampardos.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/rampardos.png,
410,Shieldon,,,,shieldon,,410,,,Z,,,,,,,,,,,,,30,42,118,42,88,30,350,Rock,Steel,Sturdy,,Soundproof,,0,-2,,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/shieldon.png,https://www.serebii.net/scarletviolet/pokemon/new/410.png,https://www.serebii.net/pokemon/art/410.png,shieldon,https://img.pokemondb.net/artwork/large/shieldon.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/shieldon.png,
411,Bastiodon,,,,bastiodon,,411,,,C,,,,,,,,,,,,,60,52,168,47,138,30,495,Rock,Steel,Sturdy,,Soundproof,,0,-2,,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/bastiodon.png,https://www.serebii.net/scarletviolet/pokemon/new/411.png,https://www.serebii.net/pokemon/art/411.png,bastiodon,https://img.pokemondb.net/artwork/large/bastiodon.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/bastiodon.png,
412,Burmy,,,,burmy,,412,,,Z,,,,,,,,,,,,,40,29,45,29,45,36,224,Bug,,Shed Skin,,Overcoat,,0,-2,,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/burmy.png,https://www.serebii.net/scarletviolet/pokemon/new/412.png,https://www.serebii.net/pokemon/art/412.png,burmy,https://img.pokemondb.net/artwork/large/burmy.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/burmy.png,
413,Wormadam-T,,,,wormadam,,413,,,Z,,,,,,,,,,,,,60,69,95,69,95,36,424,Bug,Steel,Anticipation,,Overcoat,,0,-2,,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/wormadam.png,https://www.serebii.net/scarletviolet/pokemon/new/413.png,https://www.serebii.net/pokemon/art/413.png,wormadam,https://img.pokemondb.net/artwork/large/wormadam.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/wormadam.png,
413,Wormadam-P,,,,wormadam-trash,,413-t,,,Z,,,,,,,,,,,,,60,59,85,79,105,36,424,Bug,Grass,Anticipate,,Overcoat,,0,-2,,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/wormadam-trash.png,https://www.serebii.net/scarletviolet/pokemon/new/413-t.png,https://www.serebii.net/pokemon/art/413-t.png,wormadam-trash,https://img.pokemondb.net/artwork/large/wormadam-trash.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/wormadam-trash.png,
413,Wormadam-S,,,,wormadam-sandy,,413-s,,,Z,,,,,,,,,,,,,60,79,105,59,85,36,424,Bug,Ground,Anticipation,,Overcoat,,0,-2,,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/wormadam-sandy.png,https://www.serebii.net/scarletviolet/pokemon/new/413-s.png,https://www.serebii.net/pokemon/art/413-s.png,wormadam-sandy,https://img.pokemondb.net/artwork/large/wormadam-sandy.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/wormadam-sandy.png,
414,Mothim,,,,mothim,,414,,,Z,,,,,,,,,,,,,70,94,50,94,50,66,424,Bug,Flying,Swarm,,Tinted Lens,,0,-2,,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/mothim.png,https://www.serebii.net/scarletviolet/pokemon/new/414.png,https://www.serebii.net/pokemon/art/414.png,mothim,https://img.pokemondb.net/artwork/large/mothim.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/mothim.png,
415,Combee,,,,combee,,415,,,Z,,,,,,,,,,,,,30,30,42,30,42,70,244,Bug,Flying,Honey Gather,,Hustle,,0,-2,,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/combee.png,https://www.serebii.net/scarletviolet/pokemon/new/415.png,https://www.serebii.net/pokemon/art/415.png,combee,https://img.pokemondb.net/artwork/large/combee.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/combee.png,
416,Vespiquen,,,,vespiquen,,416,,,Z,,,,,,,,,,,,,70,80,102,80,102,40,474,Bug,Flying,Pressure,,Unnerve,,0,-2,,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/vespiquen.png,https://www.serebii.net/scarletviolet/pokemon/new/416.png,https://www.serebii.net/pokemon/art/416.png,vespiquen,https://img.pokemondb.net/artwork/large/vespiquen.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/vespiquen.png,
417,Pachirisu,,,,pachirisu,,417,,,C,,,,,,,,,,,,,60,45,70,45,90,95,405,Electric,,Run Away,Pickup,Volt Absorb,,1,-2,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/pachirisu.png,https://www.serebii.net/scarletviolet/pokemon/new/417.png,https://www.serebii.net/pokemon/art/417.png,pachirisu,https://img.pokemondb.net/artwork/large/pachirisu.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/pachirisu.png,
418,Buizel,,,,buizel,,418,,,Z,,,,,,,,,,,,,55,65,35,60,30,85,330,Water,,Swift Swim,,Water Veil,,0,-2,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/buizel.png,https://www.serebii.net/scarletviolet/pokemon/new/418.png,https://www.serebii.net/pokemon/art/418.png,buizel,https://img.pokemondb.net/artwork/large/buizel.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/buizel.png,
419,Floatzel,,,,floatzel,,419,,,C,,,,,,,,,,,,,85,105,55,85,50,115,495,Water,,Swift Swim,,Water Veil,,0,-2,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/floatzel.png,https://www.serebii.net/scarletviolet/pokemon/new/419.png,https://www.serebii.net/pokemon/art/419.png,floatzel,https://img.pokemondb.net/artwork/large/floatzel.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/floatzel.png,
420,Cherubi,,,,cherubi,,420,,,Z,,,,,,,,,,,,,45,35,45,62,53,35,275,Grass,,Chlorophyll,,,,0,-1,,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/cherubi.png,https://www.serebii.net/scarletviolet/pokemon/new/420.png,https://www.serebii.net/pokemon/art/420.png,cherubi,https://img.pokemondb.net/artwork/large/cherubi.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/cherubi.png,
421,Cherrim,,,,cherrim,,421,,,Z,,,,,,,,,,,,,70,60,70,87,78,85,450,Grass,,Flower Gift,,,,0,-1,,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/cherrim.png,https://www.serebii.net/scarletviolet/pokemon/new/421.png,https://www.serebii.net/pokemon/art/421.png,cherrim,https://img.pokemondb.net/artwork/large/cherrim.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/cherrim.png,
422,Shellos,,,,shellos,,422,,,Z,,,,,,,,,,,,,76,48,48,57,62,34,325,Water,,Sticky Hold,Storm Drain,Sand Force,,1,-2,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/shellos.png,https://www.serebii.net/scarletviolet/pokemon/new/422.png,https://www.serebii.net/pokemon/art/422.png,shellos,https://img.pokemondb.net/artwork/large/shellos.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/shellos.png,
